flight_number,Departure_IATA,Arrival_IATA,Airline_IATA,flight_date
U24444,SJO,CGK,U2,2026-01-10
H25205,NCL,EDI,H2,2026-01-16
VN6045,PRG,AMS,VN,2026-02-15
QF2919,BOM,HAN,QF,2026-02-06
SA7473,PTY,AKL,SA,2026-03-26
KM8639,BOD,DXB,KM,2026-02-03
SQ762,DXB,MEL,SQ,2026-03-08
AS4761,CAI,LAX,AS,2026-03-08
LO7052,LBA,TLS,LO,2026-02-11
UK5806,DFW,HAV,UK,2026-02-01
TK2657,SCL,BOG,TK,2026-03-08
KE2808,NUE,ZRH,KE,2026-02-07
SQ5467,BSL,MAN,SQ,2026-02-22
NK7363,ORD,CPT,NK,2026-02-25
BT2159,MXP,LYS,BT,2026-01-27
AM7253,SDQ,DOH,AM,2026-01-16
MH1038,TLS,HAV,MH,2026-02-18
UK1935,DUB,POS,UK,2026-03-08
QR1702,IST,ATL,QR,2026-03-07
JL5322,ATL,CPT,JL,2026-03-16
AA3346,MEX,ATL,AA,2026-01-31
AD7435,CPH,HND,AD,2026-01-22
GF8946,HND,BER,GF,2026-03-26
ET4881,PRG,BRU,ET,2026-02-27
EK7187,KIN,FRA,EK,2026-01-20
UL7479,GLA,DXB,UL,2026-02-09
RJ2980,GVA,MAN,RJ,2026-03-09
FJ1397,CDG,SAL,FJ,2026-03-04
DT4160,SAL,MUC,DT,2026-01-05
KQ9753,FCO,ATH,KQ,2026-03-14
KL6249,NCL,LAX,KL,2026-03-01
EI3111,OSL,ATL,EI,2026-01-05
LX9233,STR,MEL,LX,2026-01-11
UK193,GUA,NTE,UK,2026-01-06
CX5194,SAL,BOM,CX,2026-01-12
VN7163,CDG,DUB,VN,2026-01-08
AF6264,BRS,HAM,AF,2026-01-28
KM2699,NAS,HND,KM,2026-01-31
EK7006,ATH,LIS,EK,2026-01-12
Y49021,SAL,BOD,Y4,2026-02-14
OZ4042,IST,BFS,OZ,2026-03-05
AY7966,VIE,LEJ,AY,2026-03-09
U2343,WLG,LAX,U2,2026-01-11
EI8706,BUD,NTE,EI,2026-02-15
WY8063,BER,PTY,WY,2026-02-19
UL8718,MEX,GRU,UL,2026-02-16
EI796,BOD,PEK,EI,2026-01-14
KQ1568,MBJ,CPH,KQ,2026-03-06
MK7511,LEJ,MAN,MK,2026-01-13
AH8116,WLG,PTY,AH,2026-03-10
DL461,IST,DOH,DL,2026-01-01
OS680,DEL,HAN,OS,2026-02-25
UL5388,SJO,WLG,UL,2026-01-02
HX1013,PEK,YYZ,HX,2026-03-18
FI7833,SGN,NAS,FI,2026-03-04
RO5947,LEJ,KEF,RO,2026-02-12
Y42109,CPT,KEF,Y4,2026-03-12
TS2857,SGN,SIN,TS,2026-02-12
WB4871,SDQ,PEK,WB,2026-03-13
AF7806,ARN,OSL,AF,2026-03-28
AT2465,NTE,NBO,AT,2026-01-18
PC7991,BER,MUC,PC,2026-01-19
KL7271,HKG,HND,KL,2026-02-21
FI9524,SYD,BUD,FI,2026-02-05
WN9491,EZE,MEX,WN,2026-03-01
TU8706,MEX,BFS,TU,2026-01-08
VB988,MBJ,MAD,VB,2026-03-21
KU8512,BKK,CPH,KU,2026-03-05
LO2778,BRS,DEL,LO,2026-03-27
AH1757,DEN,SIN,AH,2026-01-01
AC6504,YYZ,NAS,AC,2026-02-21
GA4815,CGK,SCL,GA,2026-02-06
FJ9368,HAN,JNB,FJ,2026-02-17
FI6076,HAN,BFS,FI,2026-01-12
VA2860,BOG,DEL,VA,2026-03-29
FJ5256,BRS,KEF,FJ,2026-03-02
Y47296,DOH,CAI,Y4,2026-03-04
KL8771,CPT,LEJ,KL,2026-01-13
UK3116,HAN,BOM,UK,2026-03-05
CX3199,SYD,GLA,CX,2026-03-05
GA9609,CGN,BKK,GA,2026-03-23
TG4903,GVA,GRU,TG,2026-02-26
Y4225,CWL,CHC,Y4,2026-01-05
VS9376,NAS,FRA,VS,2026-03-28
TR3425,LYS,BSB,TR,2026-03-05
VY3526,HKG,HAN,VY,2026-03-10
HX7474,NTE,DEN,HX,2026-02-18
KC6247,CAI,SCL,KC,2026-02-06
RO786,LIM,MNL,RO,2026-01-17
LA4475,PEK,MAN,LA,2026-03-20
QR1669,BRS,MNL,QR,2026-03-11
AR8206,AMS,YYZ,AR,2026-02-28
AR8254,CDG,PTY,AR,2026-03-05
CX3724,SIN,MNL,CX,2026-03-20
KQ8623,NBO,BOM,KQ,2026-01-20
AV5115,MBJ,STR,AV,2026-01-29
NZ6310,HKG,ZRH,NZ,2026-03-06
QR4936,CGK,GVA,QR,2026-03-08
OB5008,HAV,MAN,OB,2026-03-13
OS3946,CAI,CHC,OS,2026-03-04
SK7420,ATL,BOG,SK,2026-03-19
FJ8620,HAM,CHC,FJ,2026-03-21
EK1903,LIM,TLS,EK,2026-03-14
AY2585,FRA,SGN,AY,2026-03-27
AI7821,WAW,SDQ,AI,2026-03-02
Y45933,BKK,AMS,Y4,2026-01-27
JL6232,CGK,CDG,JL,2026-03-09
PR3805,LHR,CWL,PR,2026-03-14
JA7041,BSL,DXB,JA,2026-03-21
AI6101,SGN,YYZ,AI,2026-01-31
NK8706,SJO,NAS,NK,2026-03-09
BT7128,NUE,PUJ,BT,2026-01-26
JL5134,TLS,NAS,JL,2026-03-27
TU9079,ORD,JNB,TU,2026-01-31
TU713,PRG,NTE,TU,2026-02-11
MK3741,BFS,FRA,MK,2026-01-25
TG1665,MAD,JNB,TG,2026-02-26
DL5662,LYS,BRU,DL,2026-01-14
TS3447,DEN,ATH,TS,2026-03-23
LA7510,CPH,MEL,LA,2026-03-23
SG1082,DUB,NCL,SG,2026-01-05
GF2380,BUD,SDQ,GF,2026-03-19
SA345,BRU,DUB,SA,2026-03-29
H21209,LEJ,BHX,H2,2026-03-05
JL9065,MEX,NCE,JL,2026-02-20
SK5302,SIN,DXB,SK,2026-02-20
OS3166,BER,AKL,OS,2026-03-05
FZ5861,NTE,SJO,FZ,2026-01-16
UL5861,MAD,DEN,UL,2026-01-31
HX486,BOG,ICN,HX,2026-02-15
J21005,HND,HEL,J2,2026-03-22
RO4451,CDG,NAS,RO,2026-01-01
WS1015,MAN,HAJ,WS,2026-03-19
EY8399,DEL,DXB,EY,2026-01-11
WB8038,FCO,AKL,WB,2026-02-11
FZ510,PUJ,BOM,FZ,2026-02-24
JT6383,OSL,BFS,JT,2026-01-31
EK6417,LPL,CPT,EK,2026-03-24
VA5746,MRS,HEL,VA,2026-02-08
VS8176,BSL,BRU,VS,2026-03-11
LO5245,ZRH,DUB,LO,2026-01-17
VA7737,BKK,YYZ,VA,2026-01-01
OZ1278,BKK,DOH,OZ,2026-03-11
SK5311,ORD,SAL,SK,2026-02-03
W68100,MEX,ATH,W6,2026-03-14
G36064,ATL,BKK,G3,2026-01-27
J25265,LPL,DUB,J2,2026-03-09
Y48232,ICN,SCL,Y4,2026-02-10
Y46654,BKK,STR,Y4,2026-03-30
AR2680,MEX,DFW,AR,2026-02-15
HY9718,ICN,DUB,HY,2026-01-14
AY9117,SCL,DUS,AY,2026-03-20
AI1653,GIG,MAN,AI,2026-01-31
VA5763,MAD,NCE,VA,2026-03-26
ME789,NAS,CAI,ME,2026-01-30
LH9446,MAN,BCN,LH,2026-03-03
MH2467,BRS,CDG,MH,2026-02-19
AT4171,LYS,SYD,AT,2026-03-25
WY6032,LEJ,CPH,WY,2026-03-29
ET797,CPH,NCL,ET,2026-01-02
AT2403,BRU,DOH,AT,2026-02-22
HU6779,BUD,AMS,HU,2026-02-13
HU1963,CAI,BRU,HU,2026-03-06
AT8585,MAD,MEX,AT,2026-01-11
JA1245,EZE,CGN,JA,2026-01-15
JU2474,CGN,LEJ,JU,2026-03-09
NK558,CGK,CWL,NK,2026-03-04
WS2444,SCL,DOH,WS,2026-02-23
WY5234,LBA,MAD,WY,2026-02-19
AR4087,SIN,VIE,AR,2026-03-19
EI8573,LAX,HKG,EI,2026-02-27
TK2387,NCE,LAX,TK,2026-03-27
MH8043,BOM,BRU,MH,2026-03-21
IB7375,IST,DEN,IB,2026-02-17
HU9230,POS,NCL,HU,2026-01-25
MH5829,SDQ,GIG,MH,2026-01-21
MK5254,SIN,MEL,MK,2026-01-30
WN808,CPH,AKL,WN,2026-03-11
VB2329,HEL,YYZ,VB,2026-02-03
LA4481,DUB,FCO,LA,2026-02-10
BT6757,POS,EZE,BT,2026-01-09
NK7149,NTE,BOM,NK,2026-01-16
PR4496,CHC,FRA,PR,2026-03-02
WS3835,BKK,FRA,WS,2026-02-07
ME3575,PEK,HAV,ME,2026-01-14
AA667,PUJ,KEF,AA,2026-02-06
HY3898,DEN,MNL,HY,2026-02-17
TS7419,OSL,ZRH,TS,2026-01-14
VY1185,MAN,LIM,VY,2026-01-21
QF9713,HAV,LIS,QF,2026-03-15
HX5692,DEL,HEL,HX,2026-02-06
MS3848,AKL,TLS,MS,2026-01-21
W69896,BRU,NBO,W6,2026-03-28
CA5688,KEF,PEK,CA,2026-01-12
AA6944,POS,NCE,AA,2026-02-09
HU5006,BHX,BUD,HU,2026-01-15
BA4034,DUS,ATH,BA,2026-02-23
VS4837,DFW,SIN,VS,2026-03-26
LA9746,ATH,MEL,LA,2026-01-09
QR9971,SGN,HAJ,QR,2026-03-12
QR8820,DEN,MUC,QR,2026-02-17
FI4273,MXP,BOD,FI,2026-02-06
JT6840,NBO,HND,JT,2026-02-27
SA5606,PUJ,WLG,SA,2026-01-05
WB8095,OSL,CAI,WB,2026-03-09
FI1642,MAD,HAJ,FI,2026-03-02
MS8533,IST,LEJ,MS,2026-03-11
EI7219,MBJ,ATL,EI,2026-01-31
QH1284,MBJ,MAN,QH,2026-01-17
RJ3907,DFW,MAN,RJ,2026-03-08
AV1541,ARN,BSL,AV,2026-01-14
AH5189,MUC,LHR,AH,2026-01-09
KM3851,AKL,DFW,KM,2026-02-04
CZ292,BUD,TLS,CZ,2026-02-10
AY6053,OSL,BER,AY,2026-01-19
AS2934,BOG,NCL,AS,2026-01-21
HY7296,CWL,LBA,HY,2026-02-17
CX8406,CWL,ICN,CX,2026-03-27
TS8077,SDQ,PEK,TS,2026-03-11
EI7154,KIN,ARN,EI,2026-01-09
PX1818,BKK,FRA,PX,2026-01-21
AH9369,BER,PUJ,AH,2026-01-08
HU3202,GIG,DXB,HU,2026-03-22
VS3318,NAS,SCL,VS,2026-03-06
HU8492,ZRH,HAM,HU,2026-01-16
HU7411,MAD,NTE,HU,2026-03-01
AA2755,DFW,BOM,AA,2026-02-20
LO1940,CWL,SAL,LO,2026-03-27
SA1556,NAS,NBO,SA,2026-02-13
PR6419,MRS,MNL,PR,2026-03-16
QF5722,ZRH,LIS,QF,2026-01-03
LO5965,LIM,GUA,LO,2026-03-02
AA483,LAX,BCN,AA,2026-02-24
TP9298,LAX,MAD,TP,2026-03-29
IB8080,AMS,KEF,IB,2026-03-04
LO4918,BFS,MNL,LO,2026-03-05
TK2397,MAN,SDQ,TK,2026-01-24
NZ1718,MNL,GRU,NZ,2026-03-26
CA3324,MNL,ICN,CA,2026-01-26
VB8325,MBJ,DEL,VB,2026-01-25
FR9200,HAJ,PEK,FR,2026-03-06
TG6593,MNL,TLS,TG,2026-03-04
IB7358,MAD,WLG,IB,2026-01-13
KU2550,FCO,LIS,KU,2026-02-03
UL659,BSL,HAN,UL,2026-02-05
MK3316,VIE,HND,MK,2026-03-13
IB3856,GUA,DEN,IB,2026-03-03
CA2340,NCE,AMS,CA,2026-02-20
EY3073,LAX,GLA,EY,2026-02-04
FI6932,BHX,LIS,FI,2026-01-16
QR1318,NAS,LBA,QR,2026-03-26
FI7604,CHC,BOD,FI,2026-02-28
AS8324,SAL,SGN,AS,2026-01-21
OB8417,SYD,DOH,OB,2026-02-12
AM2255,GUA,LAX,AM,2026-03-20
SA9346,SJO,HAM,SA,2026-02-14
UA1625,BRS,PRG,UA,2026-02-04
HY3971,SIN,MUC,HY,2026-03-26
NZ9032,MBJ,SCL,NZ,2026-01-29
AD6458,SYD,AMS,AD,2026-03-29
OS5293,BOM,MAD,OS,2026-01-10
LO6103,CAI,NCE,LO,2026-01-30
AY6169,HAN,WLG,AY,2026-01-15
A31740,FRA,NTE,A3,2026-01-03
H22207,CHC,IST,H2,2026-01-25
EK643,AMS,NCL,EK,2026-02-04
MH1145,BSB,EDI,MH,2026-02-18
SA8749,WLG,CPT,SA,2026-03-24
PX7775,NUE,MNL,PX,2026-02-03
MK8274,FCO,GIG,MK,2026-01-17
TS2930,PUJ,FCO,TS,2026-01-13
HY816,MBJ,IST,HY,2026-03-07
WN8352,BOG,ZRH,WN,2026-03-05
MU7348,MAD,EZE,MU,2026-02-28
WB9550,SJO,DUS,WB,2026-01-31
KM2944,PEK,BSB,KM,2026-02-13
EW7434,TLS,DXB,EW,2026-03-26
FI9489,CGK,SJO,FI,2026-02-09
WS3525,PTY,SIN,WS,2026-03-31
F95514,SYD,BSB,F9,2026-03-11
KL4000,BRS,SDQ,KL,2026-02-26
TU7842,GVA,POS,TU,2026-03-12
LH8285,CWL,BHX,LH,2026-02-27
LH7340,BRU,GIG,LH,2026-03-01
LH7763,HAN,NCE,LH,2026-03-09
U27172,BSL,BOD,U2,2026-03-26
CZ5844,NAS,LEJ,CZ,2026-01-12
HY7233,HAV,KEF,HY,2026-01-25
MH9647,MUC,FRA,MH,2026-02-08
FR6171,NTE,CGK,FR,2026-03-20
KC1340,LAX,AMS,KC,2026-01-01
ME1387,MEX,SDQ,ME,2026-02-24
AS9790,ATH,GRU,AS,2026-02-23
FI4451,PUJ,CWL,FI,2026-03-24
GA4129,HAM,NCL,GA,2026-01-16
CA1179,MAD,BCN,CA,2026-01-20
TU6773,GRU,SYD,TU,2026-01-17
AV4264,NUE,DEN,AV,2026-03-03
SG5161,ZRH,MUC,SG,2026-01-08
WN1712,BER,ATH,WN,2026-03-14
NZ6110,BOG,SYD,NZ,2026-01-13
SV4768,FRA,AKL,SV,2026-03-08
EW3740,MRS,VIE,EW,2026-03-23
ET5535,PTY,NCL,ET,2026-01-20
MH8208,CWL,NBO,MH,2026-03-01
JL1185,NCL,LIM,JL,2026-03-29
AY6504,DEL,DOH,AY,2026-02-06
Y42598,GLA,LIM,Y4,2026-02-26
CZ3560,CAI,BSB,CZ,2026-01-01
QH9373,MXP,BRU,QH,2026-02-17
AF2410,NTE,GRU,AF,2026-03-05
W63847,LIS,MUC,W6,2026-03-31
AS6315,GIG,NBO,AS,2026-01-11
PC7297,SGN,CDG,PC,2026-01-04
DL6614,SJO,NAS,DL,2026-03-26
Y44944,EDI,CDG,Y4,2026-01-11
AR5354,ATL,NAS,AR,2026-02-26
SA8032,ATL,BER,SA,2026-02-20
FR8917,BCN,MEX,FR,2026-03-13
RO1896,MAN,MAD,RO,2026-01-16
TU2222,HAV,ARN,TU,2026-03-11
AI700,CPT,CWL,AI,2026-03-14
HY5735,CPH,OSL,HY,2026-03-06
PC3760,NBO,KEF,PC,2026-02-15
PX7656,BOM,OSL,PX,2026-01-15
WB7125,BRU,DOH,WB,2026-01-21
TU6683,MEX,HAM,TU,2026-01-11
FR3414,SYD,LPL,FR,2026-01-11
ET6368,AKL,DEL,ET,2026-03-29
KE4969,LBA,AMS,KE,2026-02-24
NH3497,LAX,BOG,NH,2026-01-21
WS6304,LIS,NAS,WS,2026-02-22
PR8411,NCE,BCN,PR,2026-02-28
LO3854,BRS,JNB,LO,2026-01-18
AV8936,HAV,HKG,AV,2026-01-24
Y42751,ORD,MAN,Y4,2026-02-05
VA8629,BCN,EZE,VA,2026-02-26
VA3316,PTY,LIS,VA,2026-01-09
LX2204,FRA,KIN,LX,2026-01-29
AA5122,OSL,FRA,AA,2026-01-04
J25752,ZRH,HAJ,J2,2026-01-11
CZ3074,DEL,MAN,CZ,2026-01-13
SQ6209,BKK,PEK,SQ,2026-03-16
ET9139,CPH,DEN,ET,2026-03-26
SA4494,MRS,MBJ,SA,2026-02-26
QF1295,LHR,HAN,QF,2026-03-28
IB2174,BUD,SYD,IB,2026-02-27
KU9961,HAV,CHC,KU,2026-02-13
SA348,HAN,SDQ,SA,2026-01-04
KL1902,HAV,DEN,KL,2026-01-17
QH1817,AKL,ORD,QH,2026-01-01
AC4801,MNL,NAS,AC,2026-01-21
AM9764,DXB,PEK,AM,2026-01-08
QR8548,BER,BRS,QR,2026-01-12
AT706,MUC,MEX,AT,2026-01-10
EY8902,BKK,STR,EY,2026-02-10
AA8189,IST,SDQ,AA,2026-02-13
AV836,MBJ,MAD,AV,2026-01-13
MH6955,CAI,LIM,MH,2026-02-25
IB2616,EDI,ZRH,IB,2026-03-19
UA9656,ATL,DEL,UA,2026-03-23
SK6421,WLG,LIS,SK,2026-02-01
RJ867,WAW,ATL,RJ,2026-02-02
NH1858,DFW,ORD,NH,2026-02-04
J27209,MAN,IST,J2,2026-01-06
NZ319,OSL,NCL,NZ,2026-01-10
NK6874,NCL,HAN,NK,2026-03-23
CZ8619,IST,CPH,CZ,2026-03-28
HX6830,LIS,BOG,HX,2026-01-06
EY7978,HAM,YYZ,EY,2026-01-07
VN4120,BKK,GLA,VN,2026-01-24
AY3927,LEJ,MBJ,AY,2026-02-13
BT9295,POS,BFS,BT,2026-03-20
CA6528,PRG,MEL,CA,2026-01-24
B63550,LIS,BOD,B6,2026-01-24
KQ2645,MUC,LIM,KQ,2026-03-31
HY4864,FRA,CDG,HY,2026-03-19
AF2120,SJO,CGN,AF,2026-03-12
TU8958,MXP,HAV,TU,2026-02-21
FI3513,ATH,SCL,FI,2026-02-26
KQ4755,FCO,CGK,KQ,2026-01-31
VN4309,LAX,BER,VN,2026-03-13
NH9941,AMS,POS,NH,2026-02-02
FR8833,HEL,HAJ,FR,2026-02-28
GF1012,ARN,LEJ,GF,2026-02-05
TR5228,EZE,VIE,TR,2026-01-16
RJ886,ORD,STR,RJ,2026-03-11
AI6561,SAL,LEJ,AI,2026-01-03
WN5620,HKG,PUJ,WN,2026-02-02
IB1772,BOD,SYD,IB,2026-03-03
JU4609,ZRH,PEK,JU,2026-02-05
VB4869,NAS,CGK,VB,2026-03-16
DL2133,DFW,PUJ,DL,2026-02-04
VS1803,CPH,BOD,VS,2026-03-24
TR9408,TLS,GRU,TR,2026-01-15
SK143,BRU,POS,SK,2026-02-20
