flight_number,Departure_IATA,Arrival_IATA,Airline_IATA,flight_date
QH8924,OSL,CPT,QH,2023-10-17
UK7923,FRA,OSL,UK,2023-05-14
VA3222,STR,GVA,VA,2023-10-19
RJ6785,SAL,MAN,RJ,2023-01-07
UL4232,OSL,BOM,UL,2023-07-19
LH8301,ARN,HND,LH,2023-07-11
WN6658,DEN,CWL,WN,2023-06-12
TG9650,MUC,WLG,TG,2023-02-23
BA309,PEK,GUA,BA,2023-03-08
TS5866,MEX,PEK,TS,2023-06-29
AM6670,DEL,HND,AM,2023-02-10
UK9959,BRS,CHC,UK,2023-08-12
AA7004,LIS,GIG,AA,2023-12-31
KC6849,VIE,EDI,KC,2023-07-27
EW7825,YYZ,SAL,EW,2023-12-02
HX138,SJO,CPH,HX,2023-03-09
B65129,CPH,DUS,B6,2023-04-25
WS2198,PRG,PEK,WS,2023-05-02
MH2558,CGK,HEL,MH,2023-02-08
KL4592,HAN,CGN,KL,2023-07-09
JU2149,BCN,LPL,JU,2023-02-06
GF4702,MBJ,FCO,GF,2023-12-25
KM3968,SYD,BRU,KM,2023-07-30
AF8697,PUJ,LPL,AF,2023-04-25
MK2499,EDI,FRA,MK,2023-03-31
CA7364,KEF,BOM,CA,2023-04-13
B61503,LPL,GVA,B6,2023-01-13
JT148,SYD,LPL,JT,2023-06-22
NZ1983,LBA,ZRH,NZ,2023-03-05
AD9234,MBJ,CPT,AD,2023-10-29
UK4631,SCL,ATH,UK,2023-01-11
AC8331,BHX,GVA,AC,2023-09-24
IB4963,PRG,DUB,IB,2023-01-29
FI5201,CHC,NCE,FI,2023-05-09
AD8589,CDG,SIN,AD,2023-12-10
BT4379,HAJ,OSL,BT,2023-03-26
DL356,BSL,LAX,DL,2023-11-14
KE642,PTY,BSL,KE,2023-10-26
VA8494,AKL,ZRH,VA,2023-01-14
SK1393,GLA,SGN,SK,2023-10-15
AH4448,DFW,MNL,AH,2023-10-25
A32082,DFW,SCL,A3,2023-09-14
B61235,JNB,BKK,B6,2023-02-26
AR7540,BSL,VIE,AR,2023-05-20
SG9471,WLG,BSB,SG,2023-04-02
VN4559,CDG,CAI,VN,2023-08-12
AT6359,GVA,NBO,AT,2023-04-02
JU6180,MBJ,MXP,JU,2023-10-17
LA6457,ICN,GVA,LA,2023-03-20
SQ417,DFW,BRS,SQ,2023-03-18
F94687,MRS,BOM,F9,2023-08-08
OB176,HAV,BOG,OB,2023-01-21
TK4518,HAV,ORD,TK,2023-05-22
EI9340,HAV,VIE,EI,2023-07-30
J24759,GLA,DEL,J2,2023-07-03
AS8608,PTY,MAN,AS,2023-01-01
FZ5021,CHC,MEL,FZ,2023-09-08
UL3020,OSL,CWL,UL,2023-04-20
ET5047,LIM,BCN,ET,2023-09-05
LA8033,HND,PUJ,LA,2023-10-20
AF3076,DXB,BOM,AF,2023-05-16
FI4670,LPL,SGN,FI,2023-08-12
EK4519,MEX,EZE,EK,2023-01-06
OZ8494,FCO,SGN,OZ,2023-03-07
ME5110,ATH,SAL,ME,2023-01-30
6E9440,ORD,HND,6E,2023-08-01
SV1391,HAM,EDI,SV,2023-11-24
RO4208,STR,WAW,RO,2023-02-05
HU9968,HAV,GVA,HU,2023-11-04
AC5981,PEK,HKG,AC,2023-01-01
AC1161,HEL,HKG,AC,2023-06-03
VB8221,MAN,MRS,VB,2023-11-30
ET842,CPT,HEL,ET,2023-12-17
OB3567,BSL,CPT,OB,2023-04-15
SA9708,AKL,SGN,SA,2023-12-24
AD2270,BOD,ORD,AD,2023-11-18
VY415,GRU,MNL,VY,2023-05-17
RJ1178,DOH,BOM,RJ,2023-08-22
RO3826,DOH,LHR,RO,2023-03-18
OB5722,NAS,NUE,OB,2023-01-20
OS7524,NCE,ZRH,OS,2023-05-19
AC4787,IST,BKK,AC,2023-11-23
OB9992,SAL,LAX,OB,2023-04-14
QR9140,HEL,TLS,QR,2023-03-09
LO9920,LAX,LHR,LO,2023-11-28
6E4674,LIS,BFS,6E,2023-07-03
A33836,NCL,MAN,A3,2023-06-27
CX5453,LEJ,MNL,CX,2023-07-14
UA5456,PRG,LPL,UA,2023-06-17
CX2180,GRU,PTY,CX,2023-12-25
ET5794,IST,SJO,ET,2023-06-24
OS5305,BFS,LBA,OS,2023-04-26
FZ7547,SDQ,ATH,FZ,2023-10-17
AH1023,SDQ,YYZ,AH,2023-08-01
MH9550,WLG,LIS,MH,2023-08-27
WN7241,LIM,SCL,WN,2023-01-15
AC7781,LHR,STR,AC,2023-09-11
OB4588,BHX,SGN,OB,2023-11-22
B68883,ICN,STR,B6,2023-03-27
AR3753,LBA,HAM,AR,2023-03-09
PX4352,CWL,DFW,PX,2023-11-02
DL938,PEK,CGN,DL,2023-02-23
QH5706,BOM,TLS,QH,2023-02-19
EK3144,SYD,NTE,EK,2023-12-06
MH3319,LAX,LHR,MH,2023-09-05
AT9515,GVA,HAN,AT,2023-12-26
CA2758,MAN,GIG,CA,2023-07-08
PC6916,PUJ,BKK,PC,2023-11-24
PX6580,LIM,ATL,PX,2023-12-19
TK2033,LYS,VIE,TK,2023-03-15
PX1672,MEL,HAJ,PX,2023-09-10
OB233,BRU,ATH,OB,2023-12-06
NH4346,IST,ZRH,NH,2023-10-13
UK9534,KEF,TLS,UK,2023-06-22
CA5276,MEX,BKK,CA,2023-08-29
PX1136,LYS,HEL,PX,2023-11-26
TK6000,MEX,MRS,TK,2023-04-18
VB7131,MUC,BCN,VB,2023-07-02
KQ8556,TLS,ATH,KQ,2023-02-27
QH8227,ATH,HAJ,QH,2023-10-13
PX6817,KIN,LHR,PX,2023-02-24
UL8573,JNB,AKL,UL,2023-03-05
KQ624,MAD,MAN,KQ,2023-10-22
H2684,CPH,BOD,H2,2023-06-08
6E3021,SAL,BSL,6E,2023-12-13
TP1914,HND,ATL,TP,2023-10-23
GF1303,HND,GLA,GF,2023-01-28
RJ3913,BHX,MBJ,RJ,2023-12-09
AC7350,SAL,MRS,AC,2023-01-18
DL6585,LAX,GUA,DL,2023-04-03
LA3556,SYD,PTY,LA,2023-10-04
CX4467,MBJ,HAN,CX,2023-06-15
PR5927,WLG,DXB,PR,2023-07-10
MH6276,CGN,VIE,MH,2023-11-15
U27878,CHC,NCE,U2,2023-01-26
UK7964,BKK,CPT,UK,2023-08-11
NZ9209,YYZ,EZE,NZ,2023-06-09
UA7518,MRS,BSL,UA,2023-11-02
KM7033,STR,SCL,KM,2023-04-16
FJ3989,GRU,ATH,FJ,2023-06-22
GF661,DUS,POS,GF,2023-05-02
AF6157,SJO,CHC,AF,2023-05-11
QF4537,SCL,DUS,QF,2023-04-27
B62170,GLA,KEF,B6,2023-08-02
FI6338,SAL,CDG,FI,2023-05-01
FI496,SCL,DFW,FI,2023-12-03
WN3959,BHX,ZRH,WN,2023-08-11
OB1855,BER,BRS,OB,2023-11-02
6E8641,DEN,PUJ,6E,2023-02-16
QF583,DEN,EZE,QF,2023-04-11
IB6399,MNL,FRA,IB,2023-05-25
AD2577,GUA,DUB,AD,2023-01-06
TU1180,MEL,MEX,TU,2023-07-16
UL8294,HAV,LYS,UL,2023-04-11
KQ6744,BOD,NCE,KQ,2023-08-07
TG588,CGK,LIM,TG,2023-06-19
J25549,ORD,AKL,J2,2023-08-27
KM957,BRS,HEL,KM,2023-07-07
Y46502,MNL,ARN,Y4,2023-09-16
WN4659,BHX,SYD,WN,2023-06-04
KU613,BOD,DEL,KU,2023-04-27
KL5026,NUE,MNL,KL,2023-09-01
AA2045,DUS,MEL,AA,2023-11-13
EI2487,CPT,ICN,EI,2023-02-11
SA9678,VIE,LHR,SA,2023-03-14
W64625,SDQ,MAD,W6,2023-06-02
H24717,MAD,BKK,H2,2023-02-07
VY7933,MUC,BSL,VY,2023-10-29
PX3482,SIN,HKG,PX,2023-12-22
Y48595,HKG,BRU,Y4,2023-01-30
EY2699,ICN,BHX,EY,2023-07-30
LO7154,CHC,MEX,LO,2023-03-21
KM3703,BSB,ATL,KM,2023-09-06
HU5547,HND,FCO,HU,2023-09-28
MS2788,LIS,HAJ,MS,2023-05-21
BT2041,NTE,ZRH,BT,2023-01-18
QH6098,HAJ,ARN,QH,2023-03-04
MS246,CWL,MNL,MS,2023-10-15
MK2922,STR,BRS,MK,2023-08-22
JA777,LPL,CWL,JA,2023-01-20
EW3925,LIM,HND,EW,2023-05-08
KE339,CGK,CHC,KE,2023-05-13
KE6131,OSL,SDQ,KE,2023-09-20
TS9474,HAV,HKG,TS,2023-11-13
PR4758,YYZ,NBO,PR,2023-06-08
H29136,CGK,EZE,H2,2023-08-25
WS2135,HAV,CWL,WS,2023-07-02
TU6797,SDQ,LEJ,TU,2023-08-21
F93023,DFW,DEL,F9,2023-12-05
EW1054,LHR,PUJ,EW,2023-12-29
WN3917,PRG,DFW,WN,2023-09-12
TK5128,BUD,SDQ,TK,2023-01-02
A33357,CGN,YYZ,A3,2023-04-21
EW1715,FRA,CDG,EW,2023-12-21
NK9670,CHC,POS,NK,2023-10-22
KE3784,SIN,LHR,KE,2023-11-17
PC2763,DFW,AKL,PC,2023-07-14
FZ4901,PEK,NTE,FZ,2023-03-20
FJ3501,MAN,LPL,FJ,2023-01-11
CA5561,CAI,BCN,CA,2023-03-31
TS5054,KIN,NUE,TS,2023-07-16
W62010,LHR,LBA,W6,2023-06-17
A39005,BCN,JNB,A3,2023-10-05
KE1296,SCL,NTE,KE,2023-08-27
QH3667,FCO,CAI,QH,2023-09-21
EW4769,BER,DXB,EW,2023-03-15
VS8016,ATL,PEK,VS,2023-10-04
CA3402,MBJ,ORD,CA,2023-06-17
JL6128,VIE,AKL,JL,2023-03-29
KU1431,MBJ,MRS,KU,2023-01-18
JL6091,GRU,BUD,JL,2023-10-09
AR6006,PRG,DXB,AR,2023-02-16
ME7489,HAM,MEX,ME,2023-10-16
AS4077,BUD,ZRH,AS,2023-12-18
FJ1579,ORD,HAM,FJ,2023-11-10
MS7014,CWL,DXB,MS,2023-11-09
KE4708,NCL,DUB,KE,2023-11-18
HY6278,GVA,PRG,HY,2023-08-11
LA5030,BHX,BOM,LA,2023-06-24
WB8523,SIN,HAM,WB,2023-08-06
WS6848,PRG,PEK,WS,2023-09-12
PX1389,ATL,SGN,PX,2023-11-08
LX2997,YYZ,MAN,LX,2023-06-18
FI2692,EZE,ATL,FI,2023-03-13
AV3496,BOD,ATL,AV,2023-11-21
SQ2506,HAJ,NBO,SQ,2023-09-29
SK3130,BSB,BOM,SK,2023-10-11
MS3319,ZRH,CDG,MS,2023-03-23
RJ5095,LHR,CPT,RJ,2023-12-07
DT8209,KEF,MRS,DT,2023-12-18
KC8224,DOH,NTE,KC,2023-06-06
EK2509,GLA,MNL,EK,2023-10-16
TG9910,AKL,DUS,TG,2023-03-09
OB1897,AKL,CHC,OB,2023-12-09
AI7363,BOM,MEL,AI,2023-08-27
UA2622,DEN,SAL,UA,2023-11-01
OS119,BRU,NCL,OS,2023-03-19
UA1498,DUB,CWL,UA,2023-11-27
AC5003,PRG,SCL,AC,2023-11-26
JT1494,SAL,LYS,JT,2023-10-23
TR9233,NAS,HKG,TR,2023-05-20
AA4791,BSB,AKL,AA,2023-04-01
VA162,LYS,BOM,VA,2023-01-21
6E465,NUE,KIN,6E,2023-04-16
H27952,HAV,SAL,H2,2023-11-11
QH5013,KEF,ORD,QH,2023-03-05
TG9480,HAJ,PEK,TG,2023-04-05
AY5887,NBO,PUJ,AY,2023-01-07
VS3162,STR,PTY,VS,2023-06-12
EY447,MEX,HKG,EY,2023-04-10
SG5525,LBA,BOM,SG,2023-07-09
OB5099,SIN,ATL,OB,2023-03-13
OS424,VIE,NTE,OS,2023-05-03
QR2237,ATL,MEX,QR,2023-08-03
AF7969,LIS,PTY,AF,2023-10-23
KC2033,EDI,GRU,KC,2023-10-04
EK8003,JNB,LIM,EK,2023-10-10
AD6199,HAV,MRS,AD,2023-01-29
H24735,ATH,PRG,H2,2023-04-24
JA3123,HND,GLA,JA,2023-03-15
JL2756,GLA,HKG,JL,2023-12-14
UA1455,HAN,CDG,UA,2023-05-12
TK466,ATH,MEL,TK,2023-12-15
AH5478,BOM,HEL,AH,2023-12-04
RO6662,LEJ,LHR,RO,2023-05-07
CX9503,FRA,HAV,CX,2023-09-22
AH7634,SGN,IST,AH,2023-03-10
JT1029,PTY,LEJ,JT,2023-07-27
AI9699,SIN,POS,AI,2023-04-28
U23338,JNB,NUE,U2,2023-12-01
GF389,FRA,ATL,GF,2023-11-25
KU6739,MAN,HAN,KU,2023-11-25
AF3992,EZE,MEL,AF,2023-11-24
UA4362,NUE,CPT,UA,2023-12-17
SG9076,CDG,LIM,SG,2023-03-13
W68965,BFS,NCL,W6,2023-03-13
QR1310,CPT,LBA,QR,2023-07-08
VA6947,POS,AKL,VA,2023-08-27
A39693,NTE,MXP,A3,2023-07-28
WN6588,EDI,SYD,WN,2023-10-05
DL1733,CAI,HAN,DL,2023-08-28
QH1444,MBJ,MAD,QH,2023-01-19
HY457,LIS,GVA,HY,2023-10-22
TP7164,LBA,BFS,TP,2023-08-18
WN2787,NCL,TLS,WN,2023-08-11
LA3292,BRS,BRU,LA,2023-03-06
MK9917,YYZ,DEN,MK,2023-01-21
TU8559,WLG,MAD,TU,2023-11-19
LA2485,SAL,SIN,LA,2023-01-07
PC2358,DOH,LEJ,PC,2023-07-09
QH2503,JNB,CPT,QH,2023-01-27
GF6764,BRS,MAN,GF,2023-11-16
H2494,CHC,BRS,H2,2023-01-03
QF6204,MEX,SDQ,QF,2023-02-21
LH1623,MAN,ZRH,LH,2023-01-14
PX1478,CPT,NTE,PX,2023-05-31
AD2964,JNB,BSL,AD,2023-04-01
AI9166,MEX,MAD,AI,2023-05-09
VN5739,BSL,HAV,VN,2023-09-13
KL801,SGN,MXP,KL,2023-01-31
VB2155,BUD,SJO,VB,2023-06-15
JL3521,DEL,LHR,JL,2023-10-08
QR2547,IST,NTE,QR,2023-09-09
PX9730,PUJ,NCL,PX,2023-02-22
BA8486,HAV,YYZ,BA,2023-01-03
CA9504,PTY,SJO,CA,2023-07-02
F97599,PEK,KIN,F9,2023-08-16
H28056,MBJ,MAN,H2,2023-09-04
NK6179,DEN,CPH,NK,2023-09-01
MK5398,LIS,LAX,MK,2023-12-29
MK5599,PEK,GRU,MK,2023-09-06
TS6286,MAN,SIN,TS,2023-11-24
AH9295,GVA,CDG,AH,2023-05-13
QF7223,WLG,TLS,QF,2023-02-10
QH8362,OSL,GVA,QH,2023-09-15
FJ8540,DXB,DUB,FJ,2023-01-23
HU6446,ATH,LYS,HU,2023-12-28
DL3405,MAD,PUJ,DL,2023-01-12
HY1659,FCO,MEX,HY,2023-06-29
QR1679,DEL,WAW,QR,2023-05-20
PX237,SJO,BHX,PX,2023-10-28
UL7037,PTY,CPT,UL,2023-08-08
SQ9360,BRU,BCN,SQ,2023-03-12
NK1943,SIN,KEF,NK,2023-07-15
AD1326,BKK,CHC,AD,2023-02-26
DT8835,NBO,MRS,DT,2023-08-30
CZ7516,BFS,KEF,CZ,2023-10-25
HX9239,CPH,SCL,HX,2023-08-09
AS5731,MEX,DEL,AS,2023-08-15
LX497,LIS,KIN,LX,2023-07-02
H24059,DUB,DEL,H2,2023-01-27
FZ5340,PTY,AMS,FZ,2023-11-02
NK5378,AKL,CHC,NK,2023-09-18
HY852,JNB,AMS,HY,2023-12-14
H25393,PUJ,BRU,H2,2023-02-09
LH1817,GUA,HND,LH,2023-02-03
EI3716,CGN,GLA,EI,2023-12-08
TR8732,HAM,MBJ,TR,2023-11-02
SV2799,BOD,GUA,SV,2023-03-25
AR2770,MXP,NCL,AR,2023-11-07
AC9431,NAS,MUC,AC,2023-04-17
AY9098,ARN,NTE,AY,2023-09-19
KM297,VIE,BRS,KM,2023-06-11
PX7223,LPL,PTY,PX,2023-09-07
AR5268,BKK,FCO,AR,2023-06-02
SA7024,HAJ,LIM,SA,2023-08-24
B62458,PRG,LHR,B6,2023-11-02
BT9650,CGN,HAV,BT,2023-08-27
B64874,FRA,BFS,B6,2023-05-11
VS6804,BOG,LPL,VS,2023-08-08
6E2061,BSL,SAL,6E,2023-01-26
AV6256,LAX,FCO,AV,2023-03-13
EI3974,PRG,MUC,EI,2023-10-30
A33611,SJO,BCN,A3,2023-07-02
AY8458,DUS,EDI,AY,2023-08-23
EW4951,BOM,POS,EW,2023-12-22
F97060,SYD,EDI,F9,2023-05-02
KQ2454,SAL,BUD,KQ,2023-07-10
GA4002,WLG,ORD,GA,2023-06-09
UA6355,KIN,LYS,UA,2023-11-01
KE1775,EZE,LPL,KE,2023-07-07
TR7332,MXP,WLG,TR,2023-12-09
WN5634,OSL,WAW,WN,2023-09-18
ME5474,BKK,SYD,ME,2023-12-16
AY5112,AMS,GRU,AY,2023-12-06
Y45070,AMS,KIN,Y4,2023-10-12
DT5182,KIN,PTY,DT,2023-02-18
GF732,SJO,GRU,GF,2023-07-15
G34930,BOM,CPH,G3,2023-12-24
KE775,CGK,LAX,KE,2023-10-24
BA8727,BKK,LIM,BA,2023-05-22
W64976,SCL,PEK,W6,2023-07-24
ET4503,CWL,CPH,ET,2023-01-09
DT9796,DFW,KEF,DT,2023-12-22
AC4570,FCO,KEF,AC,2023-12-26
AF1836,BOM,CAI,AF,2023-03-29
DT4441,OSL,SYD,DT,2023-05-26
KE4664,EZE,DFW,KE,2023-12-14
EI2291,BSB,STR,EI,2023-08-31
CZ4671,TLS,MRS,CZ,2023-11-29
QR8210,LYS,VIE,QR,2023-05-18
UK570,WLG,WAW,UK,2023-08-05
VN3817,BOM,MBJ,VN,2023-08-26
WB1672,BUD,LIS,WB,2023-10-07
SQ6365,NUE,WLG,SQ,2023-05-08
KU7300,LHR,BER,KU,2023-08-01
SV1571,KEF,ATL,SV,2023-11-27
TU3514,NUE,ORD,TU,2023-02-26
BA9678,DFW,NTE,BA,2023-01-03
HX8700,MXP,DEN,HX,2023-08-08
OS2539,POS,LPL,OS,2023-09-09
OS9676,AMS,HAJ,OS,2023-09-17
WN6292,SDQ,SYD,WN,2023-09-24
FZ9249,MBJ,TLS,FZ,2023-03-11
RO841,HAM,DEN,RO,2023-09-24
